antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
냉동,계란,0.2949642524090767,0.0487099782405968,0.0154491762511656,0.0523764358731162,1.0752711819005425,0.0010814739345656,1.0038691077040676,0.0992886466544074
계란,냉동,0.0487099782405968,0.2949642524090767,0.0154491762511656,0.3171665603063178,1.075271181900542,0.0010814739345656,1.0325149686682027,0.0735864390670396
즉석,계란,0.1967827168169101,0.0487099782405968,0.0102580043518806,0.052128583840139,1.0701828603301031,0.0006727224976034,1.0036066132402135,0.081646961693015
계란,즉석,0.0487099782405968,0.1967827168169101,0.0102580043518806,0.2105934907466496,1.0701828603301031,0.0006727224976034,1.0174951356086512,0.0689382304567088
고구,과일,0.2297792974821262,0.1315200497357787,0.0303232825613926,0.1319669913419913,1.0033982773509482,0.000102697928291,1.000514890104126,0.0043971398876973
과일,고구,0.1315200497357787,0.2297792974821262,0.0303232825613926,0.2305601512644764,1.003398277350948,0.000102697928291,1.001014834081746,0.0038996503861041
고구,김,0.2297792974821262,0.1724743549891203,0.0408921355299968,0.1779626623376623,1.031821005209083,0.0012610994069139,1.0066764696651729,0.040040025207192
김,고구,0.1724743549891203,0.2297792974821262,0.0408921355299968,0.2370911057042443,1.031821005209083,0.0012610994069139,1.0095841171557811,0.0372673119314766
고구,냉동,0.2297792974821262,0.2949642524090767,0.0681224743549891,0.2964691558441559,1.0051019858263774,0.0003457956540909,1.0021390724338246,0.0065904326932401
냉동,고구,0.2949642524090767,0.2297792974821262,0.0681224743549891,0.2309516282010749,1.0051019858263774,0.0003457956540909,1.0015243913932312,0.0071997593260043
고구,드레,0.2297792974821262,0.0460677649984457,0.0109418713086726,0.0476190476190476,1.0336739284107708,0.0003564526307581,1.001628846751632,0.0422955847929615
드레,고구,0.0460677649984457,0.2297792974821262,0.0109418713086726,0.2375168690958164,1.0336739284107703,0.0003564526307581,1.0101478594083972,0.0341501564129301
고구,땅콩,0.2297792974821262,0.0422443270127447,0.0104445135219148,0.0454545454545454,1.075991705130778,0.0007376417383211,1.0033630859866485,0.0916942448946646
땅콩,고구,0.0422443270127447,0.2297792974821262,0.0104445135219148,0.2472406181015452,1.075991705130778,0.0007376417383211,1.0231964171278498,0.073739898088345
라면,고구,0.1235934100093254,0.2297792974821262,0.0297792974821262,0.2409456740442656,1.0485960949680768,0.001380090556763,1.0147109056365362,0.052879519665639
고구,라면,0.2297792974821262,0.1235934100093254,0.0297792974821262,0.1295995670995671,1.0485960949680768,0.001380090556763,1.006900452783815,0.0601697141598606
고구,마른,0.2297792974821262,0.0970469381411252,0.0225209822816288,0.0980113636363636,1.009937722031332,0.0002216050127697,1.0010692213364532,0.0127754752053305
마른,고구,0.0970469381411252,0.2297792974821262,0.0225209822816288,0.2320627802690583,1.009937722031332,0.0002216050127697,1.0029735279502825,0.0108975049792646
맛김,고구,0.049751321106621,0.2297792974821262,0.0118433322971712,0.2380506091846298,1.0359967664325678,0.0004115086844842,1.0108554607460902,0.0365651884250333
고구,맛김,0.2297792974821262,0.049751321106621,0.0118433322971712,0.0515422077922077,1.0359967664325678,0.0004115086844842,1.001888209154166,0.0451117736523956
미역,고구,0.0948088281007149,0.2297792974821262,0.0225520671433012,0.2378688524590164,1.0352057607692855,0.0007669612272152,1.0106143870421662,0.0375704800024236
고구,미역,0.2297792974821262,0.0948088281007149,0.0225520671433012,0.098146645021645,1.0352057607692855,0.0007669612272152,1.0037010639285255,0.0441541842630791
고구,빵,0.2297792974821262,0.0923375815977618,0.0214951818464407,0.0935470779220779,1.0130986355001674,0.0002779172157085,1.001334317861256,0.0167864607344456
빵,고구,0.0923375815977618,0.2297792974821262,0.0214951818464407,0.2327890927453291,1.0130986355001674,0.0002779172157085,1.0039230350282335,0.0142445906292263
고구,소시,0.2297792974821262,0.0579732670189617,0.0145166304009947,0.0631764069264069,1.0897506760442417,0.0011955738326339,1.0055540231329725,0.1069289725308924
소시,고구,0.0579732670189617,0.2297792974821262,0.0145166304009947,0.250402144772118,1.089750676044242,0.0011955738326339,1.0275118813990234,0.0874273579069609
고구,스낵,0.2297792974821262,0.1091234069008393,0.0258159776188995,0.1123511904761904,1.029579204563181,0.0007416778423685,1.003636329526632,0.0373002326887929
스낵,고구,0.1091234069008393,0.2297792974821262,0.0258159776188995,0.236575986326734,1.0295792045631813,0.0007416778423685,1.0089029015630582,0.0322484748709123
고구,잼,0.2297792974821262,0.1137861361516941,0.0270127447932856,0.1175595238095238,1.033162103797946,0.0008670463651438,1.004276081797743,0.041673350491606
잼,고구,0.1137861361516941,0.2297792974821262,0.0270127447932856,0.2373992623958475,1.033162103797946,0.0008670463651438,1.009992076506064,0.0362188841782919
고구,즉석,0.2297792974821262,0.1967827168169101,0.0452284737332918,0.1968344155844155,1.0002627200617091,1.1879306478085327e-05,1.0000643687534785,0.0003410075282945
즉석,고구,0.1967827168169101,0.2297792974821262,0.0452284737332918,0.2298396651133401,1.000262720061709,1.1879306478085327e-05,1.0000783831995486,0.0003269987629823
고구,커피,0.2297792974821262,0.1755517562946845,0.0412806963009014,0.1796536796536796,1.0233658918917885,0.0009425370677554,1.0050002337515984,0.0296439612676227
커피,고구,0.1755517562946845,0.2297792974821262,0.0412806963009014,0.2351482957060646,1.0233658918917885,0.0009425370677554,1.0070196590970464,0.0276941492049828
스낵,고등,0.1091234069008393,0.1592632887783649,0.0175474044140503,0.1608033043725965,1.0096696207019478,0.0001680517483229,1.0018351068375932,0.0107501024019059
고등,스낵,0.1592632887783649,0.1091234069008393,0.0175474044140503,0.1101785888552747,1.0096696207019478,0.0001680517483229,1.001185835653334,0.0113912173400411
김치,과일,0.1869754429592788,0.1315200497357787,0.0251631955237799,0.1345802161263507,1.0232676796938558,0.0005721759664063,1.0035360485715668,0.027967919193188
과일,김치,0.1315200497357787,0.1869754429592788,0.0251631955237799,0.1913259276766721,1.0232676796938558,0.0005721759664063,1.0053797751978053,0.0261820726045252
낙지,과일,0.1013211066210755,0.1315200497357787,0.0137861361516941,0.1360638134683233,1.0345480688432904,0.0004603791696061,1.0052593742493712,0.037159388632963
과일,낙지,0.1315200497357787,0.1013211066210755,0.0137861361516941,0.1048215551878988,1.0345480688432906,0.0004603791696061,1.003910336075572,0.0384515016669629
도라,과일,0.120158532794529,0.1315200497357787,0.0161019583462853,0.1340059500711421,1.0189013031880505,0.0002987021369707,1.0028705743827775,0.0210841066447063
과일,도라,0.1315200497357787,0.120158532794529,0.0161019583462853,0.1224296856535097,1.0189013031880507,0.0002987021369707,1.0025880010089812,0.0213599304386373
딸기,과일,0.1181069319241529,0.1315200497357787,0.0163350948088281,0.1383076720621134,1.0516090310182438,0.0008016652480232,1.0078770833930693,0.0556487571156239
과일,딸기,0.1315200497357787,0.1181069319241529,0.0163350948088281,0.1242023162372961,1.0516090310182438,0.0008016652480232,1.0069598086706002,0.0565082166057771
과일,블루,0.1315200497357787,0.1019272614236866,0.013692881566677,0.1041125029543843,1.0214392253865638,0.000287403074802,1.0024391919051263,0.0241677801472715
블루,과일,0.1019272614236866,0.1315200497357787,0.013692881566677,0.1343397377249161,1.0214392253865638,0.000287403074802,1.003257268598338,0.0233714170341843
사과,과일,0.3136307118433323,0.1315200497357787,0.0418713086726764,0.1335051290946033,1.015093359246842,0.0006225818523736,1.0022909303049312,0.0216631735933778
과일,사과,0.1315200497357787,0.3136307118433323,0.0418713086726764,0.3183644528480264,1.015093359246842,0.0006225818523736,1.006944680371311,0.0171206451386441
수박,과일,0.0777121541809139,0.1315200497357787,0.0102269194902082,0.1316,1.0006078941148664,6.213107259971443e-06,1.0000920661725257,0.000658714962869
과일,수박,0.1315200497357787,0.0777121541809139,0.0102269194902082,0.077759394942094,1.0006078941148664,6.213107259971443e-06,1.0000512239007056,0.0006995265739047
오징,과일,0.0822971712775878,0.1315200497357787,0.0108797015853279,0.1322001888574126,1.005171372144402,5.59735257856988e-05,1.0007837511749842,0.0056061357560213
과일,오징,0.1315200497357787,0.0822971712775878,0.0108797015853279,0.0827227605766958,1.005171372144402,5.59735257856988e-05,1.0004639701944154,0.0059238749725165
토마,과일,0.2110506683245259,0.1315200497357787,0.0278675784892757,0.1320421238677369,1.0039695402564637,0.0001101840944647,1.0006014970844952,0.0050115326163562
과일,토마,0.1315200497357787,0.2110506683245259,0.0278675784892757,0.2118884424485936,1.0039695402564637,0.0001101840944647,1.001063014640555,0.0045526040147975
파,과일,0.12687286291576,0.1315200497357787,0.0170034193347839,0.1340193556290579,1.0190032310533663,0.0003170940939825,1.002886099024875,0.0213586796160305
과일,파,0.1315200497357787,0.12687286291576,0.0170034193347839,0.1292838572441503,1.0190032310533663,0.0003170940939825,1.0027689785568457,0.0214729686959044
호박,과일,0.1736244948709978,0.1315200497357787,0.0239508859185576,0.1379464685345985,1.0488626548707245,0.0011157837177745,1.0074547792732729,0.0563742791724241
과일,호박,0.1315200497357787,0.1736244948709978,0.0239508859185576,0.1821082486409832,1.0488626548707245,0.0011157837177745,1.010372709782057,0.0536412192512012
김치,국수,0.1869754429592788,0.0572116879079888,0.011656823127137,0.0623441396508728,1.0897098465463615,0.0009596424380928,1.0054737051832354,0.1012571210093672
