antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
냉동,계란,0.3097996383104442,0.0497054557825565,0.0154165696789557,0.0497630331753554,1.001158371689635,1.7837455463963134e-05,1.0000605926677335,0.0016763703431927
계란,냉동,0.0497054557825565,0.3097996383104442,0.0154165696789557,0.3101585014409222,1.001158371689635,1.7837455463963134e-05,1.0005202109922753,0.0012175503103094
즉석,계란,0.2035846657952693,0.0497054557825565,0.0102956185428566,0.0505716798592788,1.0174271428173134,0.0001763499391633,1.00091236384922,0.0215071694800771
계란,즉석,0.0497054557825565,0.2035846657952693,0.0102956185428566,0.2071325648414985,1.0174271428173134,0.0001763499391633,1.004474769537634,0.0180245584629538
고구,과일,0.2550448530859997,0.1311930383713226,0.0338949667854393,0.1328980623420387,1.012996299132049,0.0004348575881193,1.001966347780656,0.0172219258512106
과일,고구,0.1311930383713226,0.2550448530859997,0.0338949667854393,0.2583594922887948,1.012996299132049,0.0004348575881193,1.0044693340888629,0.0147668732747953
고구,냉동,0.2550448530859997,0.3097996383104442,0.0815412988594245,0.3197135636057287,1.0320010873781265,0.0025284956204414,1.0145731632513966,0.0416250200494362
냉동,고구,0.3097996383104442,0.2550448530859997,0.0815412988594245,0.2632065657149463,1.032001087378127,0.0025284956204414,1.011077341693288,0.0449272046892571
고구,당면,0.2550448530859997,0.0394993643574638,0.0104925782019373,0.0411401291771974,1.0415390183215316,0.0004184686223976,1.001711162255988,0.0535365720105348
당면,고구,0.0394993643574638,0.2550448530859997,0.0104925782019373,0.2656391659111514,1.0415390183215318,0.0004184686223976,1.014426576600176,0.0415224554648006
고구,드레,0.2550448530859997,0.0437250443159232,0.0117459578506329,0.0460544790789104,1.053274611825581,0.0005941103468994,1.0024418949634963,0.0678966822116245
드레,고구,0.0437250443159232,0.2550448530859997,0.0117459578506329,0.2686322686322686,1.053274611825581,0.0005941103468994,1.0185780900134316,0.0528927193703941
고구,땅콩,0.2550448530859997,0.0436534226217121,0.0116206198857633,0.0455630440887391,1.0437450571419158,0.0004870391265077,1.0020007832420987,0.0562606093073218
땅콩,고구,0.0436534226217121,0.2550448530859997,0.0116206198857633,0.2662018047579983,1.0437450571419158,0.0004870391265077,1.015204386906838,0.0438247299288746
